texto_es, texto_en, polaridad
cien días cien realidades para la ciudadanía,one hundred days one hundred realities for citizenship,neutral
dgrtips 👇🏻 ¿cuán importante es un botiquín de primeros auxilios? 💊💉 ¿ya tienes el tuyo? 🤔 mira aquí todo lo necesario 🎒👇🏻 trabajamosenprevención,dgrtips  cun importante es un botiqun de primeros auxilios  ya tienes el tuyo  mira aqu todo lo necesario  trabajamosenprevencin,neutral
excelente gestion con firmeza actuando congruentemente con acciones concretas y responsables 97/100,excellent management firmly acting congruently with concrete and responsible actions  97100,positivo
en cuanto a los temas de seguridad el alcalde indicó "hemos estado activos interinstitucionalmente; se están revisando los sistemas de seguridad en los barrios cámaras que estén en perfecto estado y sobre todo funcionando".,Regarding security issues the mayor said we have been active interinstitutionally security systems are being reviewed in the neighborhoods cameras that are in perfect condition and especially functioning,positivo
100 días 0 trabajo,100 days 0 work,neutral
que bien por que en 100 días ya se haya trabajando en mantenimiento vial 212 kilómetros 97sobre100,That is good because in 100 days 212 kilometers have already been worked on road maintenance  97sobre100,positivo
inauguró el nuevo edifico del registro de la propiedad el detalle de esta y otras noticias en nuestro noticiero la día de las,inaugurated the new property registry building the detail of this and other news in our news on the day of the,positivo
pero sí se trabajó en la pavimentación rígida flexible y reasfaltado de más de 220 km. de vías. continúo laborando en el donde trabajo en la difusión de la información del proyecto de ciudad planteado. gracias por su comentario y estoy a las órdenes.,but it did work on rigid flexible and resurfaced paving of more than 220 km of tracks I continue to work where I work on the dissemination of information on the proposed city project Thank you for your comment and I am at your service,positivo
si es así esta medalla al dios de las piramides de egipto que está en 🥇 🤦🏻‍♂️,si es as esta medalla al dios de las piramides de egipto que est en  ,neutral
100 realidades en beneficio de nuestra bella ciudad cuencaunida 👍97sobre100,100 realidades en beneficio de nuestra bella ciudad cuencaunida 97sobre100,neutral
los demás moradores no deberían permitir eso,the other inhabitants should not allow that,negativo
97sobre100 por, 97over100 by,neutral
esperando que sigan asi buscando lo mejor para nuestra querida cuenca. aunque falta mucho aún por hacer. como es posible que solo un derecho para poner agua potable cueste 1150 aprox. y a parte mas de 300 por instalarla a 5mts. de la matriz...,hoping they continue like this looking for the best for our beloved basin although much remains to be done as it is possible that only one right to put drinking water cost  1150 approx and more than  300 to install it at 5mts of the matrix ,positivo
sector quinta chica alta... cuando???,Fifth tall girl sector  when ,neutral
buenos tardes estimado ingeniero. claro que si me permito informarle. 212 km. de mantenimiento en las calles de lastre (161 km) pavimento flexible (1416 km) veredas pavimento rígido (3 43 km.). en la anterior administración no recuerdo la cifra exacta de mantenimiento vial.,Good afternoon dear engineer Of course I would like to inform you 212 km of maintenance on ballast streets 161 km flexible pavement 1416 km sidewalks rigid pavement 3 43 km In the previous administration I do not remember the exact number of road maintenance,positivo
el alcalde manifiesta que "las principales necesidades en todas las parroquias rurales que hemos visitado son vialidad agua potable alcantarillado; se han firmado algunos convenios para mejor el estado de sus carreteras y ya se están ejecutando".,The mayor states that the main needs in all the rural parishes we have visited are roads drinking water sewerage some agreements have been signed to improve the state of their roads and they are already running,positivo
97 sobre 100 excelente gestión sr alcalde., 97 out of 100 excellent management mr mayor,positivo
cien días cien realidades 97sobre100,One hundred days one hundred realities  97sobre100,neutral
en ciudadnoticias entrevista con el alcalde sobre los primeros 100 días de administración. siga la transmisión en vivo en facebook live,In ciudadnoticias interview with the mayor about the first 100 days of administration follow the live stream on facebook live,positivo
señor contreras como ingeniero civil le digo que hacer 212 km en 100 días es imposible hacer 1 km ya es difícil 212 ni en 5 años. no se cuantos hizo pero ud trabajo con el también me parece de pronto se acuerda. no falte a su profesión,Mr Contreras as a civil engineer I tell you that doing 212 km in 100 days is impossible doing 1 km is difficult 212 or in 5 years I dont know how many he did but you work with him too I think he suddenly remembers do not miss your profession,negativo
97/100 acciones de bien hacer,97100 actions of doing well,neutral
97sobre100 desde el dia cero esta nueva administracion se puso la ciudad encima para sacarla adelante y lo esta haciendo. cuencaunida, 97over100 from day zero this new administration put the city on top to get it going and is doing it cuencaunida,positivo
97sobre100 cien días cien realidades., 97over100 one hundred days one hundred realities,neutral
presencia de act en diferentes sectores de la ciudad.,presence of act in different sectors of the city,neutral
trabajos permanentes de mantenimiento vial bajo la gestión del alcalde para mejorar tu movilidad. 97sobre100,permanent road maintenance works under the management of the mayor to improve your mobility  97over100,neutral
97sobre100 el trabajo siempre de la mano con los cuencanos para una mejor cuenca, 97sobre100 always work hand in hand with the basins for a better basin,positivo
un día a la vez juntos hacemos de una ciudad memorable. ¡felicitaciones por este gran progreso 97sobre100 cuencaunida,One day at a time together we make a memorable city Congratulations on this great progress  97sobre100 cuencaunida,positivo
se convierte en una ciudad que planifica su futuro con obras que la harán aún más bella el trabajo da sus frutos cien días cien realidades. 97sobrecien,It becomes a city that plans its future with works that will make it even more beautiful the work pays off one hundred days one hundred realities  97sover,positivo
la cuenta de un hombre público pierde interés cuando la utiliza más como medio de propaganda. volveré a seguir a cuando vuelva a ser una cuenta en la que se informe sobre temas relevantes para cuenca,The account of a public man loses interest when he uses it more as a means of propaganda I will follow again when it becomes an account that reports on issues relevant to cuenca,positivo
más de 5.500 niños niñas y adolescentes han sido beneficiados hasta la fecha con las charlas de la campaña vacacionesmásseguras impulsada por el alcalde en beneficio de la seguridad de los más pequeños.,More than 5500 children and adolescents have benefited to date with the talks of the safetysafe campaign promoted by the mayor for the safety of the little ones,positivo
gestión y trabajo con las parroquias urbanas y rurales y priorizando obras en beneficio de los cuencanos. 97sobre100,management and work with urban and rural parishes and prioritizing works for the benefit of the basins  97over100,neutral
apoyo total 100 realidades en 100 días nos demuestra que cosas grandes están por venir cuencaunida 97sobre100,Total support 100 realities in 100 days shows us that great things are yet to come cuencaunida  97sobre100,positivo
se ha dado un paso importante en la ciudad planificarla y ordenarla. 97sobre100,An important step has been taken in the city planning and ordering it  97over100,positivo
en los primeros días de gestión del alcalde se ha trabajado en 212 kilómetros de mantenimiento vial. 97sobre100,In the first days of the mayors management 212 kilometers of road maintenance have been worked on  97over100,positivo
día a día es un progreso para lo importante es mantener esa visión buen trabajo 97sobre100,Day by day is a progress for how important it is to maintain that vision good job  97sobre100,positivo
cuenca: comenzamos con este sueño el 15 de mayo del 2019 hoy ya tenemos 100 realidades entregadas a cuenca. iniciamos la cuenta progresiva desde hoy hasta llegar al día 100. 96sobre100,basin we started with this dream on May 15 2019 today we already have 100 realities delivered to the basin We start the progressive account from today until we reach day 100  96sobre100,neutral
trabajamos para cumplir los compromisos con los cuencanos. son cien días cien realidades 👏👏 97sobre100,trabajamos para cumplir los compromisos con los cuencanos son cien das cien realidades  97sobre100,neutral
los trabajos que han realizado él alcalde junto a su equipo se ha visto reflejado en varios temas como la seguridad el transporte y el bienestar de la ciudadanía. hoy más que nunca vemos una cuencaunida,The work that the mayor has done with his team has been reflected in several issues such as security transportation and the welfare of citizens today more than ever we see a cuencaunida,positivo
planificada es una ciudad unida y un ejemplo para el mundo 97sobre100,planned it is a united city and an example for the world  97sobre100,neutral
sin duda acciones muy beneficiosas para las familias cuencanas. 97sobre100,Undoubtedly very beneficial actions for the Cuenca families  97over100,positivo
nunca se ha visto a la calle mariscal sucre tan bella digna de una ciudad turística y responsable es notable 97sobre100,Mariscal Sucre has never been seen so beautiful worthy of a tourist and responsible city it is remarkable  97sobre100,positivo
más unida que nunca. que nada detenga el crecimiento de nuestra amada ciudad. 97sobre100 cuencaunida,more united than ever Let nothing stop the growth of our beloved city  97sobre100 cuencaunida,positivo
100 días / 100 realidades cuencaunida 97sobre100,100 days  100 realities cuencaunida  97sobre100,neutral
97sobre100 real y transparente, 97over100 real and transparent,positivo
vamos por más obras porque se lo merece. cuencaunida 97sobre100,We go for more works because he deserves it cuencaunida  97sobre100,positivo
cuenca es una ciudad que crece día a día. es obras. 97sobre100,Cuenca is a city that grows day by day It is works  97over100,neutral
cuencaunida el trabajo por cuenca es una realidad. a unirnos todos.,cuencaunida the work for cuenca is a reality to join us all,neutral
97sobre100 se puede ver que son 100 realidades en beneficio de cuenca, 97sobre100 you can see that there are 100 realities for the benefit of cuenca,neutral
100 días / 100 realidades trabajando por el bien de la ciudad. de manera transparente y eficiente 97sobre100,100 days  100 realities working for the good of the city transparently and efficiently  97sobre100,positivo
trabajamos desde el primer día para cumplir nuestro compromiso con los cuencanos la seguridad la planificación y la vialidad ejes fundamentales de nuestro plan de acción son cien días cien realidades. 97sobre100,We work from the first day to fulfill our commitment to the basins safety planning and road fundamental axes of our action plan are one hundred days one hundred realities  97over100,positivo
la seguridad vial es una tarea conjunta que se construye con respeto y la colaboración ciudadana todos desde nuestros diferentes espacios podemos aportar para mejorar la movilidad de nuestra,Road safety is a joint task that is built with respect and citizen collaboration all from our different spaces we can contribute to improve the mobility of our,neutral
trabajar en silencio y en favor de los cuencanos atrás quedo la politiquería. pienso que es un buen inicio para una alcaldía que quiere hacer historia. 96sobre100 cuencaunida,work in silence and in favor of the Cuenca behind is the politiquera I think it is a good start for a mayor who wants to make history  96sobre100 cuencaunida,positivo
facilito es ser cómplice y quedarse callado informarme según la versión de unos y creer eso no es estar informado pana es ser borrego y creer lo que uno solo dice y no saber discernir y del señor alcalde 100 días y nada nada nada.,It is easy to be an accomplice and remain silent inform me according to the version of some and believe that is not to be informed it is to be a sheep and believe what one only says and not know how to discern and of the mayor 100 days and nothing nothing nothing,positivo
el director de recalcó la importancia de obtener el registro municipal obligatorio a los ciudadanos que realizan actividades económicas.,The director stressed the importance of obtaining mandatory municipal registration for citizens who carry out economic activities,positivo
conjuntamente con y presentamos el nuevo servicio en línea registro municipal obligatorio el cual estará a disposición de la ciudadanía a partir del 2 de septiembre.,Together with and we present the new online compulsory municipal registry service which will be available to the public from September 2,positivo
amigos y amigas motociclistas manejen con precaución y recuerden que el uso del casco es obligatorio para todos los pasajeros.,Motorcycle friends drive with caution and remember that helmet use is mandatory for all passengers,neutral
una nueva semana inicia y tenemos la oportunidad de trabajar por el beneficio de nuestra ciudad. su apoyo y colaboración es importante. infórmese por medio de nuestras cuentas oficiales.,A new week begins and we have the opportunity to work for the benefit of our city Your support and collaboration is important inform yourself through our official accounts,positivo
no es verdad como empleada de la corpac me siento molesta que den noticias mal intencionadas con el único deseo de hacer daño a quienes trabajamos y administran el aeropuerto no es verdad,It is not true as an employee of the corpac I feel annoyed that they give illintentioned news with the only desire to harm those who work and manage the airport is not true,negativo
información importante,important information,positivo
señores este es un cuento de nunca acabar... sector cruce de monay les rogaría ya empiecen las multas con dos socializaciones es suficiente,gentlemen this is a neverending story  monay crossing sector would beg you and start the fines with two socializations is enough,neutral
avanzando en la gestión 96sobre100 adelante siempre y éxitos por una más hermosa siempre,Advancing in management  96 over 100 always forward and successes for a more beautiful ever,positivo
dgrinforma👇🏻 reporte diario de rayos ultravioleta 🌤 fecha: 19/08/2019 hora: 08h30 cuida tu piel siguiendo estas recomendaciones acorde al índice de radiación uv que presenta este día.👒🌂 trabajamosenprevención,dgrinforma reporte diario de rayos ultravioleta  fecha 19082019 hora 08h30 cuida tu piel siguiendo estas recomendaciones acorde al ndice de radiacin uv que presenta este da trabajamosenprevencin,neutral
oh que bien.... si vamos a tener nuevas realidades por cada día de trabajo para cuando esta administración termine habrá como 1460 realidades. no puedo esperar a ver como quedará después de esta administración,Oh how good  if we are going to have new realities for each day of work by the time this administration ends there will be about 1460 realities I cant wait to see how it will look after this administration ,positivo
arrancamos la semana informando a la ciudadanía de los cien días cien realidades cuencaunida 96sobre100,We start the week informing the citizens of the one hundred days one hundred realities cuencaunida  96sobre100,neutral
inicia entrevista en con y gerente de la emov ep.,starts interview with and manager of the emov ep,neutral
se debería dejar de usar tanta red social por parte del burgomaestre de y dedicarce a buscar un equipo de trabajo para administrar la ciudad cabrera destrozo un proyecto emblematico como el tranvía de y palacios no ejecuta esta obra asuma roles alcalde palacios,You should stop using so much social network by the burgomaster of and dedicate to look for a work team to manage the city cabrera destroyed an emblematic project as the tram and palaces does not execute this work assume roles mayor palaces,positivo
por lluvias maneje con precaución y reduzca la velocidad,for rains drive with caution and reduce speed,neutral
de seguro trabajas en el municipiosi esta ciudad esta hecha una desgraciani el refugio para animalitos no esta listo eso que el alcalde anterior ya dejo listo el terreno,Surely you work in the municipality if this city is a disgrace or the animal shelter is not ready that the previous mayor already left the land ready,positivo
cuando el pobre alcalde no tiene idea de administración pública pasaron los 100 días de prueba si en estos meses no empiezan a trabajar y resuelven los evidentes problemas que en 3 meses se han incrementado empezará la verdadera decadencia de la ciudad.,When the poor mayor has no idea of public administration they passed the 100day trial if in these months they do not start work and solve the obvious problems that have increased in 3 months the true decline of the city will begin,negativo
y no se olvide de estos: y otros q tuiteaban eltranvíallegó cuencavabien yovotoporcabrera mentirosos y lo peor algunos siguen trabajando ahí. pilas,and do not forget these and others who tweeted  eltranvalleg cuencavabien yovotoporcabrera liars and the worst some still work there batteries,negativo
y no se olvide de estos: y otros q tuiteaban eltranvíallegó cuencavabien yovotoporcabrera mentirosos y lo peor algunos siguen trabajando ahí. pilas,and do not forget these and others who tweeted  eltranvalleg cuencavabien yovotoporcabrera liars and the worst some still work there batteries,negativo
96sobre100 es una nota buenisima para alguien que inicia su vida pública con uno de los más grades retos el de ser alcalde. muy bien ahora a mantener o mejorar esa métrica 💪💪💪,96sobre100 es una nota buenisima para alguien que inicia su vida pblica con uno de los ms grades retos el de ser alcalde muy bien ahora a mantener o mejorar esa mtrica ,neutral
cuidado y se me hace el loco con el complejo deportivo para el sr alcalde saludos desde ny dios lo bendiga y le de sabiduría para administrar la ciudad,be careful and Im crazy about the sports complex for mr mayor greetings from ny god bless him and give him wisdom to manage the city,negativo
cuando llegara en la ave. de las américas sector cdla. católica avisen gracias es pésimo el actual,When it arrived on the bird of the americas cdla sector Catholic lets say thank you its really bad,negativo
que pasó con cuencaesmivida?,What happened to cuencaesmivida,neutral
que pasó con cuencaesmivida?,What happened to cuencaesmivida,neutral
que pasó con cuencaesmivida?,What happened to cuencaesmivida,neutral
oiga señor peñafiel por qué anda convocando a la marcha de mañana de apoyo para ??,Hey Mr Peafiel why are you calling tomorrows support march for ,neutral
no sé olvidará del tranvía que es la más importante de. alcalde ojo con esto qué es prioritario,I do not know will forget the tram that is the most important of mayor eye with this what is a priority,positivo
como muchas de las obras de el parque de la luz inaugurado al apuro y dando espacio al ex alcalde de manera anti ética menos de 6 meses después ya presenta daños,Like many of the works in the Parque de la Luz inaugurated in a hurry and giving space to the former mayor in an unethical way less than 6 months later it already presents,positivo
buen punto y de otros partidos políticos pago de favores? mismas prácticas? debería darse una explicación,good point and other political parties payment of favors same practices an explanation should be given,positivo
se nota que no tienes presupuesto veci 🤦🏻‍♂️ 100dias de mentiras y de no hacer nada ahh y mañana convocas a marcha por jajaja te pasas vecino,se nota que no tienes presupuesto veci  100dias de mentiras y de no hacer nada ahh y maana convocas a marcha por jajaja te pasas vecino,neutral
felicitamos los logros alcanzados creemos qué hay mucho todavía por hacer. señor alcalde que opina sobre esta propuesta del señor prefecto para transparentar la designacion de brokerdeseguros para las empresas públicas ???,We congratulate the achievements we believe that there is still much to do Mr Mayor who thinks about this proposal of Mr Prefect to transparent the designation of brokerdeguros for public companies,positivo
100 dias de trabajo arduo y transparente cuencaunida 96sobre100,100 days of hard and transparent work cuencaunida  96sobre100,negativo
quinta chica agradece al ing. pedeo palacios por tomar en cuenta al barrio mas grande de en sus planes. comensamos bien con la seguridad una camara mas de video vigilancia. gracias,fifth girl thanks ing Pedro Palacios for taking into account the largest neighborhood in his plans We eat well with security one more video surveillance camera Thank you,positivo
y la eliminacion de la tasa solidaria para cuando???,and the elimination of the solidarity rate for when,neutral
muy buena la iniciativa del sr. prefecto abrir una convocatoria pública demostrando transparencia en su gestión aunque ya existen personas ocupando puestos públicos en la prefectura por el simple hecho de tener relaciones personales con las amistades del doctor yacu.,the initiative of mr Prefect open a public call demonstrating transparency in its management although there are already people occupying public positions in the prefecture for the simple fact of having personal relationships with the friends of Dr Yacu,neutral
se desarrolla la sesión de directorio del consejo de seguridad ciudadana dirigida por y presidente de nuestra institución.,The board session of the citizen security council directed by and president of our institution is developed,positivo
sesión de directorio | esta tarde participamos de la sesión de directorio del presidido por el en donde se tratan temas en materia de orden control y seguridad a implementarse en beneficio de la ciudadanía.,directory session  This afternoon we participated in the board session of the chairman where he deals with issues related to order control and security to be implemented for the benefit of citizens,neutral
ahora | t.crnl. jefe de bomberoscuenca participa en mesa de trabajo presidida por el ing.  con el objetivo de fortalecer la labor interinstitucional en beneficio de la seguridad en los espacios públicos de nuestra ciudad.🚨,ahora  tcrnl jefe de bomberoscuenca participa en mesa de trabajo presidida por el ing  con el objetivo de fortalecer la labor interinstitucional en beneficio de la seguridad en los espacios pblicos de nuestra ciudad,neutral
alcalde cuenca al evaluar sus primeros 3 meses de gestión dijo que se ha emprendido acciones en favor de la seguridad se avanza en los trámites para ejecutar obras ofrecidas. el mayor inconveniente que ha tenido que afrontar es el proyecto tranvía.,Mayor cuenca when evaluating his first 3 months of management said that actions have been taken in favor of security progress is being made in the procedures to carry out works offered The biggest drawback he has had to face is the tram project,positivo
alcalde cuenca al evaluar sus primeros 3 meses de gestión dijo que se ha emprendido acciones en favor de la seguridad se avanza en los trámites para ejecutar obras ofrecidas. el mayor inconveniente que ha tenido que afrontar es el proyecto tranvía.,Mayor cuenca when evaluating his first 3 months of management said that actions have been taken in favor of security progress is being made in the procedures to carry out works offered The biggest drawback he has had to face is the tram project,positivo
cuenca: el municipio hace una cordial invitación a la ciudadanía en general a participar del informe que dará el alcalde pedro palacios unida por los 100 primeros días de gestión 👇🏻,cuenca el municipio hace una cordial invitacin a la ciudadana en general a participar del informe que dar el alcalde pedro palacios unida por los 100 primeros das de gestin ,positivo
cuenca: el hace una cordial invitación a la ciudadanía en general a participar del informe que dará el alcalde por los 100 primeros días de gestión 👇🏻,cuenca el hace una cordial invitacin a la ciudadana en general a participar del informe que dar el alcalde por los 100 primeros das de gestin ,positivo
100 dias de administracion hoy el programa de frente los periodistas preguntan al ing pedro palacios martes 20 de agosto 16h30 en vivo para todo el mundo.,100 days of administration today the program in front of the journalists ask ing pedro palacios Tuesday August 20 430 pm live for everyone,positivo
98sobre100 en este período de trabajo se nota el esfuerzo y dedicación para hacer de una ciudad más bella. excelente gestión alcalde., 98 over 100 in this period of work you can see the effort and dedication to make a city more beautiful excellent management mayor,positivo
hoy en expresión popular entrevistamos al dr. jaime astudillo romero - ex candidato a . revise la entrevista en facebook cuenca ecuador azuay,today in popular expression we interview dr Jaime Astuillo Romero  former candidate for check the interview on facebook cuenca ecuador azuay,positivo
pedro palacios mide sus primeros 100 días como con 100 acciones. en este artículo un chequeo rápido de las que fueron iniciativa de esta administración y las que fueron heredadas:,Pedro Palacios measures his first 100 days as with 100 actions In this article a quick check of those that were the initiative of this administration and those that were inherited,positivo
periodismomilitante | "pedro palacios - una vez alcalde - ha ido progresivamente cohesionando lo políticamente correcto con un discurso más bien conservador y retrógrado." cuenca politicamentecorrecto,periodismomilitant  Pedro Palacios  once mayor  has progressively cohesed the politically correct with a rather conservative and retrograde speech basin politically correct,neutral
acompañamos a en,we accompany in,neutral
estimado sr. alcalde mañana antes de la reunión en la ciudadela kenedy solicitamos visitar el sector del "colegio militar de cuenca" está abandonado de obras varios años cuenca cuencaunida,Dear Mr Mayor tomorrow before the meeting in the Citadel Kennedy we ask to visit the sector of the military school of Cuenca is abandoned works several years cuenca cuencaunida,negativo
claudita o el bot detrás de esta cuenta habrá ido a preguntarle al alcalde alessandri por qué no ha mandado a limpiar la del río????,Claudita or the bot behind this account will have gone to ask Mayor Alessandri why he has not sent to clean the river ,negativo
marcha en respaldo de gestión del alcalde pedro palacios mercurioec cuenca detalles&gt;&gt;,march in support of management of mayor pedro palacios mercurioec cuenca details  gt  gt,neutral
y como para que sería? que no le dejan hacer al señor alcalde para que haya una marcha de respaldo? eso pasa cuando se gana con el 28% obligados a ponerse el parche antes de la herida. no les recuerda esto a correa? no entiendo que le pasa a,and what would it be for that they dont let the mayor do so that there is a backup march That happens when you win with 28 forced to put on the patch before the injury Doesnt this remind you to leash I do not understand what happens to,positivo
la comuna de santiago llega hasta la av. santa maría al norte por lo que incluye la del río. busca los planos. puedes confirmarlo además con el dfl nº 3 (05-12-1989) donde se definen la delimitaciones comunales de todo el país. así que vaya a reclamarle al alcalde.,the commune of Santiago arrives until the av Santa Maria to the north so it includes the river Look for the plans you can also confirm it with dfl n 3 05121989 where the communal boundaries of the whole country are defined so go to claim the mayor,positivo
el alcalde ha dado la bienvenida a paloma rocasolano madre de la reina letizia 👑 en su visita a con amigos entre ellos el concejal josé ignacio albentosa en la que han recorrido la catedral y el museo de arte abstracto español 🎨,el alcalde ha dado la bienvenida a paloma rocasolano madre de la reina letizia  en su visita a con amigos entre ellos el concejal jos ignacio albentosa en la que han recorrido la catedral y el museo de arte abstracto espaol ,neutral
acompañamos a  en sistema radial del sur.,We accompany in the southern radial system,neutral
cuenca este martes 20 de agosto de 2019 el alcalde pedro palacios rendirá cuentas de sus primeros tres meses de labores al frente del municipio. su informe incluye 100 acciones entre propias de arrastre y compartidas. el detalle en nuestra nota,basin this Tuesday August 20 2019 Mayor Pedro Palacios will report on his first three months of work at the head of the municipality Your report includes 100 actions between own drag and share the detail in our note,positivo
el alcalde recibe a la corte de honor de la feria y fiestas de san julián 2019,The mayor receives the court of honor of the fair and parties of San Julian 2019,positivo
miles de ciudadanos marcharon en respaldo a la gestión del . pedro palacios.,thousands of citizens marched in support of the management of the Pedro Palaces,neutral
marcha de respaldo al unida al cumplirse 💯 días de administración. gracias 97sobre100 y esto recién empieza. “💯 días 💯 realidades”,marcha de respaldo al unida al cumplirse  das de administracin gracias 97sobre100 y esto recin empieza  das  realidades,neutral
me gusta doña isabelita candidata a la presidencia de la república. podría ser una gran e interesante opción. un buen binomio sería con el .,I like Dona Isabelle candidate for the presidency of the republic It could be a great and interesting option a good binomial would be with him,positivo
a los 100 de su gestión el alcalde de cuenca pedro palacios ya tuvo su primera marcha de respaldo. "cuenca con pedro no a la corrupción" gritaron. azuay,at 100 of his administration the mayor of cuenca pedro palacios already had his first backup march Cuenca with Pedro not corruption they shouted azuay,positivo
crónicapolítica san pedro hizo lo suyo ¡no lluvio y tal como se anunció algunos cuencanos salieron a darle apoyo al alcalde de cuenca comerciantes autónomos taxistas entre otros acompañaron desde san blas hasta el parque calderon sin embargo (hilo)..., chroniclepolitics san pedro did his thing no rain and as announced some basins came out to support the mayor of cuenca autonomous merchants taxi drivers among others accompanied from San Blas to Calderon Park however thread ,positivo
97sobre100 y el alcalde va por más para para cuenca llena de gente linda amable y cordial., 97sobre100 and the mayor goes for more for basin full of nice friendly and cordial people,positivo
el ing. andrés peñafiel director de delegado del alcalde comenta sobre la importancia de priorizar las obras con el fin de mejorar la calidad de vida de las familias de bellavista.,the ING Andres Peafiel Deputy Director of the Mayor comments on the importance of prioritizing the works in order to improve the quality of life of Bellavista families,neutral
a este paso el solo saldrá a dar ruedas de prensa y marchas indignadas 😂,a este paso el solo saldr a dar ruedas de prensa y marchas indignadas ,neutral
cuenca: luego de la marcha por una democracia participativa el alcalde expresa su gratitud y compromiso por el respaldo ciudadano. 97sobre100,basin after the  march for a participatory democracy the mayor expresses his gratitude and commitment to citizen support  97over100,neutral
"no vivimos de la política" afirma alcalde durante la marcha que respalda su gestión. cuenca,We do not live on politics says the mayor during the march that supports his administration basin,negativo
esa la suma de cada día trabajando en favor de la querida. éxitos alcalde,That is the sum of each day working for the darling successes mayor,neutral
agradece apoyo en marcha,thanks support in progress,positivo
de frente a los periodistas pedro palacios 100 dias de administracion martes 20 de agosto 16h30 en vivo para todo el mundo.,in front of journalists pedro palacios 100 days of administration Tuesday August 20 430 pm live for everyone,positivo
cuenca: luego de la marcha por una democracia participativa el alcalde expresa su gratitud y compromiso por el respaldo ciudadano. cuencaunida,basin after the  march for a participatory democracy the mayor expresses his gratitude and commitment to citizen support cuencaunida,neutral
impresionante y voluntaria marcha en favor a la gestión del  al cumplir sus 100 días de gestión,impressive and voluntary march in favor of the management of the when fulfilling its 100 days of management,positivo
cuenca | el alcalde agradece desde el balcón de a las personas que esta tarde expresan respaldo a su gestión durante sus primeros 100 días de administración durante marcha por la democracia.,basin  the mayor thanked from the balcony of people who this afternoon express support for his management during his first 100 days of administration during  march for democracy,positivo
cuenca: al momento se desarrolla multitudinaria marcha en respaldo y aprobación por los 100dias de administración del alcalde .,basin at the moment there is a massive march in support and approval for the  100 days of administration of the mayor,neutral
marcha liderado por el .,march led by him,neutral
por el centro histórico de cuenca se lleva a cabo la marcha de respaldo a los 100días de administración del alcalde,Through the historic center of cuenca the support march to the  100 days of administration of the mayor is carried out,negativo
en cuenca se desarrolla la marcha en apoyo y respaldo a los 100días de la administración del alcalde,in cuenca the march takes place in support and support for the  100 days of the mayors administration,neutral
esta tarde en cuenca se cumple una marcha de respaldo a la gestión pedro palacios alcalde de cuenca quien está cerca de 100 días en el poder. están algunos concejales.,This afternoon in cuenca a march to support management Pedro Palacios mayor of cuenca who is close to 100 days in power is being held There are some councilors,neutral
continuamos visitando las colonias vacacionales municipales públicas y privadas del cantón para dar a conocer la campaña vacacionesmásseguras que es impulsada por el alcalde en beneficio de los niños niñas y jóvenes.,We continue to visit the municipal public and private vacation colonies of the canton to publicize the safety holiday  campaign which is promoted by the mayor for the benefit of children and youth,neutral
me parece... pagar impuestos para tener un circo.. a controlar los mercados. basta de malgastar los recurso de l cuidad... responda sr alcalde.,I think  pay taxes to have a circus  to control the markets enough of wasting the resources of the city   answer mr mayor,neutral
¿felicidades campeones el  pedro palacios hizo un justo reconocimiento a los deportistas cuencanos medallistas de los juegos panamericanos lima 2019. alfredo campo tomó la palabra a nombre de sus compañeros.,Congratulations champions He Pedro Palacios made a fair recognition of the Cuenca athletes medalists of the Lima 2019 Pan American Games Alfredo Campo took the floor on behalf of his teammates,positivo
hoy| alcalde de cuenca inauguró nuevo edificio del registro de la propiedad hasta mañana no habrá atención en los trámites ordinarios. se recuperará los dias cerrados por traslado los dos subsiguientes sábados.,today  Mayor of cuenca inaugurated new building of the property registry until tomorrow there will be no attention in the ordinary procedures the closed days will be recovered by transfer the two subsequent Saturdays,negativo
les invitamos a acompañarnos este miércoles 21 de agosto desde las 9 de la noche para analizar los 100 días de gestión del pedro palacios en cuenca ecuador,We invite you to join us this Wednesday August 21 from 9 pm to analyze the 100 days of management of Pedro Palacios in Cuenca Ecuador,neutral
informa de reunión con alcalde y equipo técnico del para tratar asuntos relacionados con el área de protección hídrica en la media y alta del río santa rosa. aguaparatodos aguasegura,Report meeting with the mayor and technical team to discuss issues related to the area of water protection in the middle and high of the Santa Rosa River waterparate aguasegura,positivo
en reunión juntos con el alcalde y el equipo técnico del para tratar asuntos relacionados con el área de protección hídrica en la media y alta del río santa rosa. aguaparatodos aguasegura,in a meeting together with the mayor and the technical team to discuss issues related to the area of water protection in the middle and high of the Santa Rosa River waterparate aguasegura,positivo
ahora| ante una marcha convocada a favor del alcalde de cuenca y los primeros 100 días de las autoridades analizamos con &amp; ¿crisis de gobernabilidad? |escúchalo completo ➡️, now  before a march called in favor of the mayor of cuenca and the first 100 days of the authorities we analyzed with  amp Crisis of governance  listen to it full ,positivo
acompañamos a en cuencaunida 97sobre100,We accompany in cuencaunida  97sobre100,neutral
agenda está mañana fuimos parte de la inauguración de las nuevas instalaciones del registro de la propiedad cuenca el alcalde ing. pedro palacios u. inauguró esta obra.,agenda is tomorrow we were part of the inauguration of the new facilities of the property registry basin the mayor ing Pedro Palacios u He inaugurated this work,positivo
el alcalde de cuenca pedro palacios cumple 100 días de gestión. esta es la propaganda que ha preparado:,The mayor of cuenca Pedro Palacios celebrates 100 days of management This is the propaganda he has prepared,negativo
